name,latitude,longitude
Viarmes,49.11612,2.36757
Étain,49.20768,5.6395
Zoufftgen,49.45494,6.1295
Moulins-lès-Metz,49.10994,6.10497
Romescamps,49.70997,1.79639
Mont-de-Terre,50.61776,3.09628
Mohon,49.75264,4.73328
Achicourt,50.27836,2.76371
Bazoilles-devant-Hymont,48.25065,6.10689
Mourmelon-le-Petit,49.13121,4.31774
Magny (Aisne),49.71275,4.06656
Épehy,50.00838,3.13261
Fraize,48.18212,7.0028
Berguette-Isbergues,50.61388,2.46302
Versigny,49.65777,3.43275
Joigny-sur-Meuse,49.83337,4.76702
Bruay-en-Artois,50.46618,2.5964
Bouvines,50.57324,3.20234
Mennessis,49.69208,3.27029
Lompret,50.66451,2.99673
Andilly,47.91258,5.50603
Boves,49.84661,2.39825
La Plaine-Stade-de-France,48.91852,2.36362
Kuntzig,49.34994,6.2346
Serqueux,49.63118,1.53949
Dombasle-sur-Meurthe,48.62331,6.34345
Frévin-Capelle,50.34724,2.63455
Audun-le-Tiche,49.47808,5.9576
Mercy-le-Bas-Mainbottel,49.3971,5.74919
Ham (Somme),49.73954,3.07054
Avrigny,49.39107,2.57916
Forcelles-St-Gorgon,48.45426,6.1086
Bazeilles,49.67204,4.9867
Orry-la-Ville-Coye,49.13898,2.48953
Monthermé,49.86554,4.74102
Beuvrages,50.38963,3.50974
Fresnoy-lès-Roye,49.73956,2.79722
Arrancy-sur-Crusne,49.41433,5.66254
Roubaix,50.69484,3.16265
Anchamps,49.93038,4.67163
Laventie,50.63337,2.76789
Blainville-Damelevières,48.56456,6.38709
Domfessel,48.95346,7.15473
Picquigny,49.94631,2.14287
Cysoing,50.5607,3.21124
Braine,49.33325,3.53933
Fépin,50.02373,4.72579
Lunéville,48.58775,6.49714
Saulxures (Bas-Rhin),48.38988,7.14804
Emberménil,48.61995,6.7014
Bannes,47.9081,5.38352
Breitenbach-Haut-Rhin,48.02881,7.10425
Clichy-Levallois,48.89771,2.29727
St-Germer,49.44545,1.8129
Homécourt,49.2182,5.998
La Bassée-Violaines,50.52774,2.8052
Brulange,48.96523,6.55247
Metzeral,48.01387,7.07338
Toul,48.67908,5.87946
Haguenau,48.81338,7.78216
Marchélepot,49.84066,2.86751
Ham-en-Artois,50.59168,2.46578
Batilly,49.16616,5.97089
Neuf-Brisach-Ville,48.02012,7.53229
Duttlenheim,48.54559,7.56563
St-Hilaire-au-Temple,49.05578,4.37941
Punerot,48.48235,5.80459
Réchicourt-le-Château,48.66525,6.84845
Pfaffenhoffen,48.84354,7.61518
Drancy,48.9325,2.45615
Montigny-sur-Meuse,50.04781,4.72113
Gondrexange,48.68238,6.93117
Villers-St-Sépulcre,49.367,2.22156
Sarrebruck,49.2137,6.94371
La Ferté-Milon,49.17956,3.12105
Lizy-sur-Ourcq,49.02189,3.03196
Schirmeck-La Broque,48.48044,7.21619
Suippes,49.11998,4.54402
Thieux-Nantouillet,49.00871,2.68058
Ruminghem,50.86155,2.1591
La Baraque,49.11387,2.76354
Vaumoise,49.23368,2.98863
Vierzy,49.29098,3.27728
Crouy,49.40381,3.35672
Val-de-Vesle (Marne),49.17839,4.22171
Anizy-Pinon,49.49587,3.44846
Xermaménil-Lamath,48.53205,6.45169
Réding,48.74262,7.09596
La Neuville-sous-Laon,49.57101,3.59726
Neuf-Brisach,48.01878,7.54676
Corbie,49.912,2.50008
Verneuil-sur-Serre,49.64709,3.66599
Montières,49.90967,2.2645
Acheux-Franleu,50.08247,1.65705
Charmes (Haute-Marne),47.91136,5.35079
Hunspach,48.96119,7.95402
Beaucourt-Hamel,50.07364,2.67517
Morgny,49.52288,1.2474
Marais-de-Lomme,50.63457,3.00234
Joppecourt-fillières,49.39405,5.80973
Niederhergheim,47.98555,7.39366
Hommarting,48.72754,7.12921
Praye-sous-Vaudémont,48.43255,6.10093
Zetting,49.07785,7.13362
Fontoy,49.35552,5.98976
Audignies,50.2883,3.80973
Moyen,48.47578,6.56465
Dercy-Froidmont,49.70274,3.69208
Lesse,48.96595,6.50446
Ste-Segrée,49.75254,1.91479
Vervins,49.83013,3.89338
L'Isle-Adam-Parmain,49.11463,2.20984
Sierck-les-Bains,49.44401,6.35015
La Villetertre,49.20231,1.92044
Lutzelbourg,48.72973,7.25153
Oberentzen,47.94588,7.37628
Avesnes-lès-Aubert,50.19116,3.38076
Hoelschloch,48.91624,7.83144
Origny-en-Thiérache,49.89073,4.02439
Ensisheim,47.8667,7.34385
Saverne,48.74471,7.36196
Chaudeney-sur-moselle,48.649,5.90821
Sallaumines,50.42221,2.85555
Les Fontinettes,50.93925,1.84961
Ville-en-Vermois,48.61169,6.25613
Pierrefitte-Stains,48.964,2.37256
Les Prés-Roseaux,49.29007,2.50383
Somain,50.35549,3.27736
Thiennes,50.65305,2.47352
Desvres,50.66583,1.8466
Aubrives,50.1036,4.76085
Lens,50.42678,2.82753
Cernay (Val-d'Oise),48.98529,2.25704
Teting,49.05172,6.66473
Sailly-sur-la-Lys,50.64794,2.78205
Liesse-Gizy,49.60865,3.79149
Hesdigneul,50.66089,1.66709
Boulogne-Marée,50.71469,1.60284
Chevrières,49.33727,2.68292
Chaulnes,49.8073,2.8022
Bornel-Belle-Église,49.19451,2.2069
Clermont-les-Fermes,49.66223,3.9403
Sanry-sur-Nied,49.04462,6.3399
Bacouël,49.83182,2.19384
Colmar-St-Joseph,48.08169,7.3448
Nançois-Tronville,48.71803,5.29135
Conteville,50.17193,2.06069
St-Hilaire-au-Temple,49.05637,4.37902
Lérouville,48.79723,5.53836
Jaux,49.38676,2.77738
Onnaing,50.39202,3.60089
Breteuil-Embranchement,49.62666,2.38413
Lingolsheim,48.55947,7.67868
Mazingarbe,50.46157,2.69869
Vittel,48.20259,5.94188
Woincourt,50.05872,1.53696
Folpersviller,49.11715,7.1204
Laon,49.57115,3.62379
Onville,49.01328,5.98122
Sorcy,48.7175,5.67012
Marest-Quierzy,49.58585,3.13972
Marienthal,48.78181,7.82336
Doullens,50.16032,2.34086
Hoffen,48.93122,7.93298
Dunkerque-Port-Est,51.03294,2.2779
Viry-Noureuil,49.62729,3.25021
Entzheim-Aéroport,48.54737,7.63001
Bourmont,48.20119,5.58594
Pierrelaye,49.0193,2.15398
Provenchères-sur-Fave,48.30432,7.08533
Groslay,48.98465,2.35419
Gommegnies,50.26842,3.70775
Les Noues,49.03341,2.47835
Giromagny,47.73661,6.83038
Montigny-en-Gohelle,50.42051,2.92919
Ingwiller,48.87174,7.47677
Cartigny,49.91729,3.01024
Thann-Centre,47.81001,7.10118
Auchy-lès-Hesdin,50.39245,2.08937
Péronne-la-Chapelette,49.91588,2.93568
Pisseleux,49.23913,3.09469
Bénestroff,48.90635,6.75721
Avrechy,49.44501,2.41801
Mériel,49.07724,2.20501
Vandières,48.95205,6.03847
Grivillers,49.66395,2.70578
Loudrefing,48.85813,6.88177
Conflans-Jarny,49.16666,5.86815
Maurecourt,48.98689,2.05971
Wingen-sur-Moder,48.92026,7.38229
Montmédy,49.52306,5.37132
Raismes (Nord),50.39026,3.48022
Corbenay,47.89319,6.33811
Logelbach,48.08713,7.32152
Oberhoffen-Camp-de-Haguenau,48.78907,7.8543
Valleroy-Moineville,49.2055,5.93553
Longpré-les-Corps-Saints,50.01144,2.00319
Coudekerque-Branche,51.01988,2.37421
Kédange,49.30571,6.33235
Bac-St-Maur,50.66066,2.80122
Gresswiller,48.533,7.42465
Pont-Ste-Maxence,49.30987,2.60227
Hallu-Chilly,49.793,2.78465
Bavay,50.29668,3.78075
Strasbourg-Cronenbourg,48.60225,7.72876
Rémilly,49.01466,6.39435
Fouday,48.42479,7.18725
Le Meux-la-Croix-St-Ouen,49.35883,2.75262
Obermodern,48.84241,7.54703
Bully-Grenay,50.4494,2.73122
Colmar,48.07531,7.34909
Longueil-Annel,49.467,2.8632
Dieulouard,48.84367,6.07129
Ourscamps,49.53398,2.95386
Brettnach,49.25429,6.56342
Courcy-Brimont,49.32915,4.01498
Vieux-Thann,47.80553,7.11988
Baboeuf,49.57898,3.09049
Abancourt,49.68548,1.77465
Appilly,49.58048,3.12118
Juziers,48.99223,1.84594
Pont-Remy,50.04723,1.89865
Gezaincourt,50.13531,2.31483
Ruppes,48.45997,5.77309
Soultz-sous-Forêts,48.9345,7.88213
Dunkerque-Maritime-Mardyck,51.01199,2.26621
Corre,47.91526,5.9833
Chauny,49.61046,3.22264
Prouvy-Thiant,50.31696,3.46142
Demangevelle-Vauvillers,47.93209,6.0272
Sarralbe,49.00001,7.03666
Colroy-Lubine,48.31462,7.13087
Deuil-Montmagny,48.97561,2.3378
Montescourt,49.73782,3.25197
Morcourt,49.87818,3.32097
Fresnoy-le-Grand,49.95015,3.43264
Goussainville,49.024,2.46345
Le Cateau,50.09117,3.54066
Leforest,50.42772,3.05928
Menchhoffen,48.8563,7.49708
Doingt,49.91984,2.96482
Thann,47.80909,7.107
Hachette,50.15842,3.74314
Boves,49.84727,2.39829
Éterpigny,49.89138,2.92768
Villers-Cotterêts,49.25001,3.09372
Argenteuil,48.94654,2.25778
Thann-St-Jacques,47.81321,7.0935
Pont-de-Metz,49.87953,2.25324
Sessenheim,48.79603,7.98927
Aumetz,49.41802,5.9483
Guignicourt (Aisne),49.43544,3.9608
Aulnoye-Aymeries,50.19722,3.84379
Pont-à-Mousson,48.89977,6.05059
Willer-sur-Thur,47.84261,7.0692
Pouilly,49.5364,5.11628
Laboissière-Fescamps,49.65938,2.68185
Maubeuge,50.27253,3.96651
Santes,50.59195,2.96275
Dunkerque,51.03119,2.367
Conflans-Fin-d'Oise,48.99187,2.07493
Vic-sur-Aisne,49.39654,3.11282
Jeumont,50.29674,4.08924
Wimmenau,48.91127,7.42821
Quérénaing,50.29908,3.51534
Millonfosse,50.43549,3.39354
Erquelinnes,50.30268,4.10927
Hatrize,49.19345,5.90701
St-André (Nord),50.65423,3.04429
Puberg,48.9228,7.30044
Amifontaine,49.48478,3.91059
Jarménil,48.11702,6.57094
La Beuvrière,50.52374,2.5615
Hagondange,49.25353,6.16396
Nointel-Mours,49.13282,2.28005
Bours,50.45339,2.41697
Gondrecourt-le-Château,48.50986,5.50633
Laon,49.57115,3.62282
Courcelles-sur-Nied,49.06349,6.31099
Achy,49.55478,1.97889
Laboissière-le-Déluge,49.28822,2.13646
Saumont-la-Poterie,49.58167,1.63828
Feignies,50.30653,3.92182
Lépanges,48.17258,6.67213
St-Amarin,47.87281,7.02875
Marquéglise-Garage,49.51261,2.75287
Ermont-Eaubonne (PSL),48.98054,2.27276
Masnières,50.11883,3.20586
Bruyères (Vosges),48.20474,6.71921
Maurois,50.0675,3.45623
Cattenières,50.12812,3.33375
Pont-à-Vendin,50.47159,2.87567
Maulde-Mortagne,50.49715,3.44275
Hoenheim-Tram,48.62821,7.75743
Dampierre-St-Nicolas,49.86071,1.19832
Fougerolles,47.88833,6.40877
Rosult,50.45624,3.34993
Strasbourg-Ville,48.58497,7.73458
Frépillon,49.04607,2.19711
Rougebarre,50.65345,3.10465
Cambrai-Annexe,50.17689,3.25521
Comines-France,50.76112,3.01016
Fellering,47.89729,6.98731
Escaudoeuvres,50.19255,3.2764
La Chapelle-devant-Bruyères,48.19107,6.77997
Krimmeri-Meinau,48.56388,7.75231
Vrigne-Meuse,49.70089,4.84336
Wisches,48.50761,7.27023
Esquelbecq,50.89115,2.41201
Kruth,47.92246,6.96958
Cires-lès-Mello,49.27039,2.36036
Biffontaine,48.20605,6.80759
Taverny,49.02528,2.22158
Burnhaupt,47.74213,7.13374
Escaudain,50.31933,3.33965
St-Léonard (Vosges),48.21657,6.94114
Berguette-Isbergues,50.61572,2.46296
Sentheim,47.75212,7.06051
Adamswiller,48.90771,7.21302
Athies-sous-Laon,49.57769,3.68061
Gizy,49.60373,3.77128
Neufchâtel-Hardelot,50.62365,1.64284
Boulogne-Aéroglisseurs,50.71509,1.57585
Les Koeurs,48.85868,5.49016
Celsoy-Plesnoy,47.90327,5.50738
Villers-Benoîte-Vaux,49.01777,5.4205
Chambly,49.16353,2.24049
Bucy-lès-Pierrepont,49.656,3.89532
Saleux,49.86265,2.22697
Herchies,49.48774,2.01072
Valenciennes,50.36341,3.51657
Hirson-Écoles,49.92973,4.08567
Chepoix,49.6069,2.39168
Zu-Rhein,47.74355,7.31732
Féron-Glageon,50.04014,4.04693
Vieux-Rouen-sur-Bresle,49.83233,1.72478
Mouzon,49.60397,5.06897
Feuquières-Fressenneville,50.0634,1.589
St-Léonard (Vosges),48.21658,6.94156
Coucy-lès-Eppes,49.55577,3.77599
Thiaucourt,48.9545,5.86987
Montcornet,49.69788,4.01638
Rozoy-sur-Serre,49.71359,4.12683
Strasbourg-Ville,48.58497,7.73458
Ludres,48.62155,6.16995
Audun-le-Tiche,49.47808,5.9576
Anould,48.19041,6.95079
Barlin-Hte,50.44619,2.64165
Jussy,49.712,3.22449
Meulan-Hardricourt,49.00577,1.90168
Romeries,50.19775,3.5293
La Plaine-Voyageurs,48.91634,2.35936
Avesnes,50.1265,3.93371
Précy-sur-Oise,49.2034,2.37631
Chaligny-Neuves-Maisons,48.61346,6.09959
Pierrepont,49.41652,5.70779
Nesle (Somme),49.76405,2.90939
Mertzwiller,48.87217,7.67828
Catenoy,49.37679,2.51695
Schiltigheim,48.60818,7.73895
Blangy-sur-Ternoise,50.42352,2.16973
Roville-St-Maurice,48.39138,6.58696
Ligny-St-Flochel,50.36601,2.41664
Cernay (Haut-Rhin),47.80174,7.17392
Lutterbach (Haut-Rhin),47.7581,7.27698
Diemeringen,48.941,7.18478
Ailly-sur-Somme,49.92833,2.20055
Cobrieux,50.53828,3.21956
St-Blaise-la-Roche-Poutay,48.40759,7.16533
Mittersheim,48.85702,6.91577
Jeandelize,49.16341,5.78652
Longeville-lès-Metz,49.11029,6.12707
Andilly,47.91292,5.50561
Chauvency-le-Château,49.5204,5.30046
Wallers,50.38487,3.3945
Pont-d'Ardres,50.8921,1.97108
Dugny,49.11061,5.38548
Pont-Cardinet,48.88762,2.31444
Herrlisheim (Bas-Rhin),48.7275,7.91035
Auboué,49.21631,5.97156
Hangest,49.98221,2.06647
Le Quesnoy (Nord),50.25023,3.64612
La Chapelle-aux-Pots,49.44374,1.90228
La Plaine-Tramways,48.90957,2.35177
Hyencourt-le-Grand,49.81961,2.83872
Lillers,50.5618,2.47855
Contrexéville,48.17931,5.89
Évergnicourt,49.43966,4.03759
Loupeigne,49.25405,3.53274
Crépy-Couvron,49.62392,3.51582
St-Clément-Laronxe,48.53139,6.60793
Le Bourget,48.93079,2.42567
Don-Sainghin,50.55189,2.91415
Sevran-Livry,48.93651,2.53566
Hermes-Berthecourt,49.35412,2.2414
Mitry-Claye,48.97571,2.64212
Bois-Colombes,48.91328,2.27255
Santeuil-Le Perchay,49.123,1.94956
Épinal,48.17801,6.44125
Russ-Hersbach,48.49777,7.25133
Cuperly,49.06059,4.45953
Grez-Gaudechart,49.62351,1.96803
Conflans-Varigney,47.82682,6.21223
Compans,48.9916,2.66523
Seclin,50.54829,3.03495
Watten-Éperlecques,50.8255,2.20792
Fremifontaine,48.27372,6.71056
Pompey,48.77339,6.13141
Le Plessis-Belleville,49.09608,2.74465
Crépy-en-Valois,49.23122,2.88847
Lesquin,50.59074,3.11825
Berthelming,48.80932,7.0089
Strasbourg-Koenigshoffen,48.57062,7.70994
Rémelfing,49.09087,7.0918
Mont-sur-Meurthe,48.56008,6.45013
Metz-devant-les-Ponts,49.12937,6.16104
Cambron-Laviers,50.12215,1.77977
Longwy,49.51271,5.76986
Corbehem,50.34342,3.0412
Walibi-Lorraine,49.22454,6.15957
Marck,50.94542,1.95308
Conchil-le-Temple,50.36217,1.66075
St-Valéry-Canal,50.17906,1.51415
Pont-de-Sallaumines,50.41558,2.86629
Hausbergen,48.60701,7.72643
Steinbourg,48.76357,7.41504
Chaponval,49.06882,2.14059
Paris-Nord-Surface,48.88164,2.35616
Guebwiller,47.907,7.21738
Rozerotte,48.24082,6.08507
Wilwisheim,48.74591,7.50761
Molsheim,48.53751,7.50018
Valenciennes-Faubourg,50.35453,3.51645
Neuville-Université,49.01344,2.07849
Faucouzy-Monceau,49.79122,3.63267
Longuerue-Vieux-Manoir,49.55688,1.2768
Clermont-de-l'Oise,49.38544,2.41757
Grandvilliers,49.65931,1.93884
Annoeullin,50.52983,2.91078
Nomain-Ouvignies,50.50353,3.23144
Mommenheim,48.75562,7.64214
Bourbourg,50.95237,2.19528
Jarville-la-Malgrange,48.66948,6.20281
Marquaix-Hamelet,49.94065,3.07815
Linay,49.61394,5.22359
Neuilly-l'Évêque,47.91057,5.44317
Stephansfeld,48.71757,7.70453
Mundolsheim,48.64491,7.72112
Le Nouvion-en-Thiérache,50.00907,3.78023
Saulty-L'Arbret,50.20958,2.55107
Montreuil-sur-Thérain,49.38145,2.19969
Pihen,50.87302,1.78591
Loon-Plage,50.98943,2.23637
Rochy-Condé,49.39843,2.17282
Île-Napoléon,47.76769,7.39078
Aisey-Villars,47.87646,5.94596
Aniche,50.32865,3.25248
Sachy,49.66536,5.1351
La Chapelle-sous-Chaux,47.70071,6.82671
Sillery,49.20336,4.14408
Wimille-Wimereux,50.76528,1.61315
Strasbourg-Ville,48.58505,7.73427
Grunhutte,47.79465,7.46139
Bantzenheim,47.81159,7.50539
Rambucourt-Bouconville,48.84289,5.74012
St-Nabord,48.04616,6.58186
Attin-Garage,50.48115,1.75496
Templeuve,50.52899,3.17593
Mantes-la-Jolie,48.98954,1.70334
Faverolles,49.6521,2.61941
St-Josse,50.46279,1.64802
Montchaux-Soreng,49.95381,1.58906
Beutin,50.49224,1.72239
Neufchâtel-en-Bray,49.7332,1.43566
Eu-la-Mouillette,50.0494,1.42526
Lamotte-Breuil,49.40527,2.99807
Mesnières-en-Bray,49.76078,1.37953
Venizel,49.36738,3.39606
Voellerdingen,48.9619,7.1426
Alteckendorf,48.79108,7.60396
Colleret,50.24935,4.07067
Yutz,49.36115,6.2096
St-Denis,48.93547,2.34546
St-Roch (Somme),49.89344,2.28375
Rech,48.97875,7.01439
Villers-St-Paul,49.28211,2.48912
Lottinghem,50.68137,1.96145
Pagny-sur-Moselle,48.98523,6.02533
Gilles-Guainville,48.915,1.50559
Bréval,48.94413,1.54304
Ménerville,48.96665,1.60152
Mantes-la-Jolie,48.98897,1.70322
Grand-Quevilly,49.4115,1.03698
Petit-Quevilly,49.42649,1.05529
Rouen-Orléans,49.43651,1.07404
Rouen-Rive-Gauche,49.43753,1.08444
Rouen-Rive-Gauche (IE),49.43451,1.09357
Rouen-St-Sever,49.43438,1.09375
Gravenchon-Port-Jérome,49.48367,0.55824
Lillebonne,49.51279,0.53313
Gruchet-St-Antoine (PK),49.55203,0.48624
Bolbec-Ville,49.57829,0.46693
Les Ifs,49.70126,0.39002
Goderville,49.64975,0.36306
Criquetot-l'Esneval,49.64268,0.26981
Turretot,49.6116,0.22643
Rolleville,49.58125,0.21639
Épouville,49.56369,0.22355
Montivilliers,49.5429,0.18957
Jacques-Monod-La Demi-Lieue,49.5272,0.18589
Harfleur-Halte,49.50655,0.19236
Étretat,49.70774,0.21321
Les Loges-Vaucottes-sur-Mer,49.70179,0.28488
Froberville-Yport,49.71739,0.32868
Fécamp,49.75946,0.37391
Les Ifs,49.70145,0.39029
Grainville-Ymauville,49.65621,0.40713
St-Valéry-en-Caux,49.86107,0.71311
Néville,49.82002,0.69934
Ocqueville,49.80154,0.69745
St-Vaast-Bosville,49.75995,0.70487
Doudeville,49.72028,0.77459
Grémonville,49.65223,0.83322
Fécamp-St-Ouen,49.75263,0.40084
Colleville-Ste-Hélène,49.74788,0.45348
Valmont,49.74692,0.50912
Ourville,49.73447,0.57648
Grainville-la-Teinturière,49.76179,0.61999
Cany,49.78305,0.63672
Héberville,49.78818,0.79326
St-Pierre-le-Viger-Fontaine-le-Dun,49.82396,0.84472
Luneray,49.82266,0.91243
Gueures-Brachy,49.83787,0.95845
Ouville-la-Rivière,49.8661,0.95936
Offranville,49.866,1.04787
Petit-Appeville,49.89685,1.05409
Envermeu,49.899,1.25795
Sauchay-Bellengreville,49.91153,1.20613
Martin-Église,49.9039,1.14751
Saussay-St-Martin,49.64177,0.91265
St-Ouen-du-Breuil,49.64084,1.01078
Bosc-le-Hard,49.63201,1.17681
Critot,49.6176,1.24988
Caudebec-en-Caux-Marchandises,49.52206,0.75483
La Mailleraye-sur-Seine,49.50108,0.78818
Yainville-Jumièges,49.45982,0.83012
Duclair,49.48327,0.87281
Le Paulu,49.51578,0.917
Villers-Écalles,49.52767,0.93007
Barentin-Ville,49.5418,0.95063
Barentin-Embranchement,49.55009,0.95338
Petit-Appeville,49.89713,1.05452
St-Aubin-sur-Scie,49.87037,1.06673
Anneville-sur-Scie,49.83258,1.08594
Longueville-sur-Scie,49.79183,1.11051
Auffay,49.716,1.09821
St-Victor,49.67672,1.10998
Clères,49.59956,1.10646
Montville,49.55105,1.06966
Bouconvillers,49.17552,1.9083
Romilly-sur-Andelle,49.32252,1.25227
Pont-St-Pierre,49.33147,1.28795
Radepont,49.35024,1.32838
Fleury-sur-Andelle,49.35572,1.35859
Charleval,49.36852,1.38073
Ménesqueville,49.35567,1.41795
Saussay-Écouis,49.31424,1.5048
Étrépagny,49.3024,1.60757
Bézu-St-Éloi,49.29056,1.7098
Gisors-Boisgeloup,49.27204,1.78157
Le Havre-Maritime,49.47878,0.12862
Rouen-Martainville,49.43734,1.10385
Le Havre,49.4934,0.12755
Le Havre-Graville (IE),49.49987,0.16049
Harfleur,49.51331,0.19835
St-Laurent-Gainneville,49.52804,0.25137
Étainhus-St-Romain,49.56081,0.33056
Virville-Manneville,49.58359,0.35435
Bréauté-Beuzeville,49.60349,0.4162
Bolbec-Nointot,49.59162,0.48449
Foucart-Alvimare,49.60834,0.59706
Allouville-Bellefosse,49.61436,0.66415
Yvetot,49.62213,0.75008
Motteville,49.63689,0.85017
Pavilly-Ville,49.56585,0.95041
Pavilly-Station,49.56454,0.9506
Barentin-Embranchement,49.55017,0.95331
Malaunay-Le Houlme,49.5134,1.03981
Maromme,49.47996,1.05087
Rouen-Rive-Droite,49.44951,1.09381
Sotteville,49.41357,1.10246
St-Étienne-du-Rouvray,49.37659,1.10976
Oissel,49.34306,1.10199
Pont-de-l'Arche,49.31691,1.16037
Val-de-Reuil,49.27608,1.22458
St-Pierre-du-Vauvray,49.23374,1.22437
Gaillon-Aubevoye,49.17468,1.35264
Le Goulet,49.14298,1.41585
Vernon (Eure),49.09131,1.47835
Port-Villez,49.06098,1.52417
Bonnières,49.03875,1.58132
Rosny-sur-Seine,48.99777,1.62942
Mantes-la-Jolie,48.98949,1.70346
Mantes-Station,48.9836,1.71477
Épône-Mézières,48.9633,1.80936
Aubergenville-Élisabethville,48.97188,1.84769
Les Mureaux,48.99243,1.91306
Les Clairières-de-Verneuil,48.99273,1.95483
Vernouillet-Verneuil,48.98125,1.98332
Medan,48.95586,1.99633
Villennes-sur-Seine,48.9393,1.99971
Poissy,48.93299,2.0408
Achères-Grand-Cormier,48.95504,2.09157
Maisons-Laffitte,48.94597,2.14419
Sartrouville,48.93744,2.15741
Houilles-Carrières-sur-Seine,48.92077,2.18493
La Garenne-Colombes,48.90983,2.23904
Les Vallées,48.91422,2.25447
Asnières-sur-Seine,48.90539,2.28417
Clichy-Levallois,48.89766,2.29753
Paris-Batignolles,48.89109,2.30869
Pont-Cardinet,48.88768,2.31451
Bray-Ecos,49.13635,1.65401
Château-St-Clair-sur-Epte,49.20752,1.66867
Dangu,49.2484,1.70845
St-Ouen-l'Aumône-Église,49.0397,2.10375
Éragny-Neuville,49.01826,2.09098
Conflans-Fin-d'Oise,48.98831,2.07468
Mignaloux-Nouaillé,46.5263,0.41143
St-Laurent-de-la-Prée,45.99379,-1.02861
Puyoô,43.5245,-0.91054
Sully-sur-Loire,47.75976,2.36945
Argagnon,43.44896,-0.67994
Lescar,43.3242,-0.43615
Ste-Gemme-Pètre,46.4711,-1.10978
St-Germé,43.68051,-0.14293
Cazères-sur-l'Adour,43.76538,-0.31661
Corgnac-sur-l'Isle,45.37033,0.95203
St-Rémy (Calvados),48.94161,-0.50336
Chaze-sur-Argos,47.54469,-1.08786
Ingrandes-Mérigny,46.60117,0.96225
Halsou-Larressore,43.3784,-1.42841
Pellevoisin,46.98357,1.42315
Chalus,45.65201,0.97556
Oradour-sur-Vayres,45.72871,0.87119
Les-Magnils-Reigniers,46.47512,-1.22229
Écueillé,47.08576,1.35666
Champ-St-Père,46.5132,-1.34158
Nesmy,46.59512,-1.41107
Pincé-Précigné,47.77613,-0.37205
Boeil-Bezing,43.22961,-0.26686
St-Pé-de-Bigorre,43.10153,-0.16197
Mées,43.70235,-1.10644
Juillan,43.20589,0.02126
St-Aulaire,45.24914,1.3986
Villefranque (Pyrénées-Atlantiques),43.4315,-1.45628
Noyen,47.87477,-0.09914
Ampèrevielle,43.22164,0.09766
Châtelaillon,46.07856,-1.0912
Villeherviers,47.36954,1.79819
Tournay (Hautes-Pyrénées),43.18355,0.2389
Lannemezan,43.11417,0.38762
Le Légué,48.52719,-2.72228
Coussac-Bonneval,45.50754,1.31116
Château-l'Évêque,45.2447,0.68844
Beaune-la-Rolande,48.0732,2.41969
Vennecy,47.94336,2.05001
Elne,42.59736,2.96353
Longpont,49.27271,3.22982
Pont-Maugis,49.66989,4.95534
Jenlain,50.31638,3.62744
Daours,49.89906,2.45885
Montfort-St-Philbert,49.29339,0.66034
Tourville,49.32455,1.09796
Elbeuf-St-Aubin,49.30348,1.00927
Orival,49.31839,0.99234
Forêt-de-la-Londe (PK),49.33481,0.91674
Bourgtheroulde-Thuit-Hébert,49.31751,0.83975
St-Léger-Boissey,49.28999,0.75243
Glos-Montfort,49.27362,0.68188
Pont-Authou,49.24007,0.69255
Brionne (Eure),49.19635,0.71158
La Rivière-Thibouville,49.14719,0.72198
Serquigny,49.10795,0.71883
Acquigny,49.17093,1.17975
Gravigny,49.04979,1.16649
Grand-Quevilly,49.41179,1.03723
Petit-Couronne,49.38271,1.02384
Grand-Couronne,49.35328,1.00897
La Bouille-Moulineaux,49.34097,0.97898
Elbeuf-Ville,49.28385,1.00458
St-Pierre-lès-Elbeuf,49.26822,1.03619
Louviers,49.21595,1.17775
La Croix-St-Leufroy,49.1067,1.24066
Autheuil-Authouillet,49.09318,1.27864
Chambray-Fontaine-sous-Jouy,49.05632,1.3286
Menilles,49.03142,1.36698
Pacy-sur-Eure,49.01417,1.38796
Breuilpont,48.96019,1.42531
Bueil,48.92509,1.44379
Croth-Sorel,48.84301,1.37791
Marcilly-sur-Eure,48.8227,1.34184
St-Georges-Motel,48.78689,1.3616
Cherbourg,49.63503,-1.61832
Martinvast,49.59444,-1.66578
Couville,49.55523,-1.67032
Sottevast,49.52514,-1.59282
Valognes,49.5054,-1.48029
Montebourg,49.46043,-1.40743
Fresville,49.43449,-1.38046
Chef-du-Pont-Ste-Mère,49.38334,-1.34384
Carentan,49.30182,-1.24206
Neuilly,49.2676,-1.10353
Lison,49.22706,-1.05027
Le Molay-Littry,49.24914,-0.88181
Crouay,49.25964,-0.81125
Bayeux,49.26946,-0.69728
Audrieu,49.21611,-0.59643
Bretteville-Norrey,49.20318,-0.51208
Carpiquet,49.19091,-0.44776
Caen,49.17655,-0.34824
Frénouville-Cagny,49.14043,-0.25841
Moult-Argences,49.11086,-0.18608
Mézidon,49.07087,-0.07456
Mesnil-Mauger,49.08557,0.0158
Lisieux,49.13726,0.23169
Courtonne-la-Meurdrac,49.12022,0.33466
St-Mards-de-Fresne,49.07015,0.42123
Bernay,49.087,0.59579
Serquigny,49.10766,0.71954
Beaumont-le-Roger,49.07442,0.77229
Romilly-la-Puthenaye,49.00484,0.8527
Conches,48.96235,0.93898
La Bonneville-sur-Iton,48.98855,1.03585
