name,latitude,longitude
Balme-Araches,46.03814,6.61076
Le Trayas,43.4741,6.92332
St-Romain-de-Popey,45.86168,4.54233
Ners,44.01612,4.15806
Tarare,45.88981,4.43902
Velaux-Coudoux,43.53374,5.25538
Mas-des-Gardies,44.04845,4.11646
Alès,44.12812,4.08479
Oyonnax,46.25956,5.65292
Allenc,44.54168,3.66423
Bagnols-Chadenet,44.5283,3.62814
Bonneville,46.07784,6.41691
Badaroux,44.53261,3.54437
L'Hôpital (Loire),45.97383,4.13258
Manduel-Redessan,43.82646,4.47888
Malbosc,44.18532,4.0557
Chatelet-les-Halles,48.85979,2.34809
St-Germain-Grande-Ceinture,48.90359,2.07292
Argenteuil-Triage,48.95228,2.24191
Versailles-Chantiers,48.7954,2.13706
L'Arinella,42.67062,9.44394
Ucciani,42.05181,8.97886
Palasca,42.59509,9.04714
Davia,42.62257,8.88437
Nevers,46.98754,3.15041
Roquevaire,43.34925,5.59905
Prémery,47.171,3.33249
Montferrand-Thoraise,47.18482,5.90745
Tournemire-Roquefort,43.96998,3.01659
La Marche,47.13976,3.03938
Vogüé,44.53931,4.41809
Varzy,47.34349,3.38398
Mont-sous-Vaudrey,46.98381,5.59689
Chevry,46.28021,6.0396
St-Jean-et-St-Paul,43.92569,3.05502
Champlitte,47.61373,5.5234
Prauthoy,47.69007,5.29712
Pousseaux,47.51611,3.52448
Allemogne,46.24146,5.98798
Occey,47.60086,5.25281
Châtel-Censoir,47.53766,3.63508
Mailly-la-Ville,47.60436,3.67508
St-Antoine (MR),43.36933,5.35804
Lauglanet-St-Beaulize,43.89639,3.10674
La Trinité-Victor,43.74237,7.31127
Gurgy (Bourg),47.86661,3.57416
Laignes,47.84995,4.36383
Champagne-sur-Vingeanne,47.4461,5.39872
Remoulins-Pont-du-Gard,43.93792,4.56819
St-Bonnet-en-Bresse,46.86938,5.15898
Bèze,47.45786,5.26582
Is-sur-Tille,47.52026,5.12973
Grandchamp,47.81086,3.15529
Brignoud,45.2625,5.90133
Boulainvilliers,48.8565,2.27518
Porte-de-Clichy,48.89402,2.31486
Montereau,48.37968,2.94282
Tarascon,43.80135,4.65778
Salindres,44.17312,4.15404
Marseille-St-Charles,43.30329,5.38086
Douchy,47.94107,3.05615
Séon-St-Henry,43.36231,5.33993
Vernoy,48.09233,3.11919
Privas,44.73054,4.59287
Triguères,47.9399,2.97918
Peillon-Ste-Thècle,43.76764,7.36576
St-Germain-des-Prés (Loiret),47.95251,2.83889
L'Estaque,43.3638,5.32138
Vitrolles-Aéroport-Marseille-Provence,43.44124,5.23712
Viescamp-sous-Jalles,44.91882,2.29002
Cavaillon,43.83474,5.04397
Berre,43.50096,5.17907
Miramas,43.58093,4.99946
Arles,43.68486,4.63224
La Chapelle-la-Reine,48.32206,2.56747
Le Pontet,43.96779,4.85883
La Grande-Paroisse,48.37861,2.89727
Vulaines-sur-Seine-Samoreau,48.42852,2.75256
Bédarrides,44.04264,4.89372
Mondragon,44.23962,4.71167
Fontaine-le-Port,48.48712,2.75322
Bollène-la-Croisière,44.27162,4.70812
Chartrettes,48.4869,2.69594
Châteauneuf-du-Rhône,44.48338,4.70779
La Coucourde-Condillac,44.65102,4.78117
La Motte-Ste-Rosseline,43.48065,6.51492
Livron,44.7797,4.83027
Melun,48.5272,2.65576
St-Affrique,43.95629,2.88999
St-Étienne-Carnot,45.44669,4.38441
Marseille-Prado,43.28196,5.39189
St-Étienne-Bellevue,45.41725,4.39246
Lyon-Perrache-Voyageurs,45.74838,4.82287
Pontamafrey,45.31161,6.34126
Le Chambon-Feugerolles,45.39476,4.32252
Péreire-Levallois,48.88531,2.29795
Vernaison,45.64544,4.81346
Épierre-St-Léger,45.45675,6.29253
Fraisses-Unieux,45.39498,4.26082
Livron,44.77977,4.83011
Semène,45.38545,4.22555
Pont-de-Roide,47.38319,6.76665
St-Barthélémy,43.32351,5.39249
Entressen,43.58912,4.9432
Portes-de-Vesoul,47.26207,6.00854
Aiton-Bourgneuf,45.55353,6.25488
Graveson-Maillane,43.84597,4.74863
St-Romain-en-Gier,45.56631,4.70978
Courthézon,44.09009,4.88833
St-Jean-de-la-Porte,45.55709,6.13958
Livry-sur-Seine,48.51039,2.67906
Saulce,44.7031,4.78596
Nice-St-Augustin,43.67108,7.21735
Étoile,44.84656,4.8655
Cagnes-sur-Mer,43.65725,7.14787
L'Isle-sur-le-Doubs,47.44736,6.58165
L'Abbaye,48.92216,2.5168
Andancette,45.24229,4.80882
Le Péage-de-Roussillon,45.37183,4.79519
Clerval,47.39667,6.49233
Biot,43.61141,7.12654
Chignin-les-Marches,45.51602,6.00405
Voglans,45.62717,5.89225
Villabé,48.59276,2.46168
Combs-la-Ville-Quincy,48.66746,2.54797
Lyon-Part-Dieu,45.76054,4.8602
Meillerie,46.40671,6.72312
Valfin-lès-St-Claude,46.43375,5.86163
Paris-La Chapelle-Évangile,48.89792,2.36477
La Levade,44.2283,4.0107
St-Marcel-lès-Valence,44.97235,4.95427
Pompadour-Maisons-Alfort,48.78952,2.43162
Dardilly-les-Mouilles,45.7959,4.76002
Le Dramont,43.41734,6.83855
Groisy-Thorens-la-Caille,46.01053,6.17494
Roquebrune-sur-Argens,43.45717,6.63644
Chamborigaud,44.30069,3.97937
Lovagny-Gorges-du-Fier,45.89838,6.04788
Dommartin-Lissieu,45.83938,4.73474
Bellegarde-en-Forez,45.64575,4.29329
Tancua,46.51416,5.9681
Fos-Mole-Central,43.41075,4.86901
Gallician,43.64802,4.32166
Aimargues,43.67856,4.20821
Fréjus-St-Raphaël,43.4288,6.75496
Mende,44.52233,3.50191
Concoules-Ponteils,44.39277,3.93879
Lozanne,45.85408,4.68311
Beauvoisin,43.7246,4.32155
St-Étienne-de-St-Geoirs,45.34777,5.35165
Ste-Foy-l'Argentière,45.70954,4.46782
Viévola,44.11179,7.56238
La Savine,46.56924,5.99097
La Chaux-des-Crotenay,46.65453,5.94354
Paul-Émile-Victor,46.74265,5.91972
L'Arbresle,45.83333,4.61913
Le Châtelard-Frontière,46.0514,6.94752
Prévenchères-Gorges-du-Chassezac,44.51477,3.91362
Chevrier-Vulbens,46.11627,5.91811
Luc (Lozère),44.65409,3.89112
Sèvres-Ville-d'Avray,48.82739,2.20097
Sathonay-Rillieux,45.81982,4.87537
Avignon-TGV,43.92191,4.78581
St-Jean-de-Gonville,46.21032,5.95374
Le Bas-Meudon,48.8192,2.2397
Péron-Farges,46.1766,5.91344
Mervans,46.7988,5.17939
Ste-Colombe-sur-Seine,47.8732,4.54829
St-Jean-de-Losne,47.09991,5.24392
Ferrières-Fontenay,48.09663,2.77221
Fort-l'Écluse-Collonges,46.12791,5.91016
Longecourt,47.19354,5.13474
Pont-Cardinet,48.88763,2.31373
Courtenot-Lenclos,48.14762,4.29935
Montigny-sur-Loing,48.33651,2.7381
St-Jean-de-Bonneval,48.16668,4.06013
Lyon-Perrache-Marchandises,45.74641,4.82228
St-Ouen,48.90525,2.32251
Les Ormes-sur-Voulzie,48.46097,3.22684
Génissiat,46.05102,5.80826
Montpaon,43.86802,3.10934
Tarascon,43.80062,4.65761
Livron,44.77977,4.83011
Charny (Yonne),47.87999,3.09813
Sens,48.19766,3.2669
Anglefort,45.91491,5.8237
Digoin,46.48525,3.98801
Virieu-le-Grand-Belley,45.84924,5.65473
Peille,43.79103,7.37962
Tenay-Hauteville,45.9223,5.50096
Ambérieu,45.95382,5.34239
Cognières,47.48757,6.29399
Devecey,47.32644,6.00648
Marnay,47.29363,5.7786
Gilly-sur-Loire,46.53725,3.78208
Dompierre-Sept-Fons,46.52642,3.67534
La Roche-de-Glun,45.00046,4.86379
Allée-de-la-Tour-Rendez-Vous,48.89753,2.50682
Freinville-Sevran,48.92701,2.51913
La Capelle-Viescamp,44.92049,2.26538
Grenoble-Université-Gières,45.18497,5.78464
Boissise-le-Roi,48.52909,2.57382
St-Vallier-sur-Rhône,45.18598,4.81456
Moirans-la-Galifette,45.32398,5.56408
Salaise,45.33746,4.80219
Les Mazes-le-Crès,43.63929,3.93918
St-Clair-les-Roches,45.45024,4.7698
St-Fargeau,48.56393,2.54246
Chasse-sur-Rhône,45.58257,4.79517
Le Plessis-Chenet,48.57367,2.47958
Neuilly-sur-Marne,48.85975,2.52124
Essonnes-Robinson,48.60621,2.46365
Mignères-Gondréville,48.04228,2.63281
Lorcy,48.06618,2.551
Ternay,45.61133,4.80798
Beaumont-Boësses,48.14299,2.46932
Lyon-Guillotière (Scaronne),45.71824,4.84943
Malesherbes,48.29325,2.40119
Port-Édouard-Herriot,45.72808,4.84806
Boigneville,48.34161,2.37879
Aiglun,44.05098,6.14819
Lyon-Vaise,45.78021,4.80341
Maisse,48.39302,2.39297
St-Germain-au-Mont-d'Or,45.88883,4.80423
La Ferté-Alais,48.48514,2.35203
Fontenay-le-Vicomte,48.55539,2.40425
Quincieux-Trévoux,45.91899,4.75631
Villefranche-sur-Saône,45.98434,4.72102
Pontanevaux-la-Chapelle,46.21305,4.77252
Senozan,46.39181,4.87065
Tournus,46.56647,4.9064
Lunel-Viel,43.68094,4.09331
Usson-St-Pal,45.38979,3.94749
Épinay-sur-Seine,48.95412,2.30237
Bobigny,48.91061,2.43085
Bondy,48.89385,2.47876
Marseille-Maritime-Arenc,43.32652,5.35917
Pontailler-sur-Saône,47.31371,5.40772
Digne,44.08883,6.22288
Tournemire-Roquefort,43.96998,3.01659
Puiseaux,48.20592,2.46044
Lyon-Guillotière,45.74399,4.84509
Langogne,44.73209,3.85826
Buno-Gironville,48.37041,2.38657
Le Coteau,46.02356,4.08632
Pont-de-Lignon,45.26051,4.13809
Mallemoisson,44.04236,6.12649
Dole-Ville,47.09641,5.48797
Marseille-Maritime-Joliette,43.30542,5.3664
Collonges-Fontaines,45.82893,4.84643
Brison-St-Innocent,45.7533,5.88028
Boutigny,48.43491,2.37657
Golfe-Juan-Vallauris,43.56615,7.07319
Cannes-Marchandises,43.54754,6.97749
Vions-Chanaz,45.82486,5.80646
Lapalisse-St-Prix,46.22961,3.63031
Hauteville-Gondon,45.59565,6.75657
Anse,45.93936,4.71988
St-Germain-des-Fossés,46.20884,3.43076
Centron,45.53498,6.5961
Gemeaux,47.4778,5.13009
Crêches-sur-Saône,46.24608,4.78406
Retournac,45.2012,4.03533
Fleurville-Pont-de-Vaux,46.45084,4.88406
Sennecey-le-Grand,46.63969,4.8747
Lunel,43.67952,4.13082
Ruffey-lès-Echirey,47.37069,5.0794
Briançon,44.88961,6.63259
Chapeauroux,44.83787,3.74165
Chessy,45.88546,4.62229
Monistrol-d'Allier,44.96965,3.65047
Bois-d'Oingt-Légny,45.90649,4.57517
Vers-en-Montagne,46.81569,5.91133
Chanteuges,45.07237,3.52945
Meyrargues,43.64411,5.53949
Montroc-le-Planet,45.99618,6.93435
Arbère,46.34551,6.13079
Les Verrières-Frontière,46.89829,6.45685
Les Granges-Narboz,46.88577,6.31625
St-Just-d'Avray,46.0034,4.49608
Monteux,44.03746,4.99488
Airole,43.89031,7.53094
St-Thibéry,43.40087,3.41094
St-Georges-d'Aurac,45.16028,3.49478
St-Nizier-d'Azergues,46.08697,4.4809
Chauffailles,46.20738,4.34571
Villers-le-Lac,47.05659,6.67983
Frugières-le-Pin,45.25991,3.49345
Balsièges,44.48769,3.4626
Les Bossons,45.90676,6.83863
Le Valdahon,47.14978,6.3411
Écully-la-Demi-Lune,45.76596,4.7797
Pitegny,46.32433,6.08294
Lyon-St-Paul,45.76635,4.82558
Beaurepaire,45.33071,5.05784
Paris-Gare-de-Lyon,48.84429,2.37367
Choisy-le-Roi,48.764,2.41118
Épinay-Grande-Ceinture,48.95905,2.32943
La Varenne-Chennevières,48.79411,2.51276
Montesoro,42.668,9.44386
Fornacina,42.63914,9.44002
Algajola,42.60878,8.85884
Tennis-Club,42.55558,8.76873
Brioude,45.30069,3.37895
Raphèle,43.64272,4.71126
Champagne-sur-Seine,48.40634,2.79978
Sorgues-Châteauneuf-du-Pape,44.00535,4.87578
Meximieux-Pérouges,45.90168,5.19355
Héricy,48.44118,2.75913
Rougemont-Chanteloup,48.93063,2.51577
Grand-Croix,45.49547,4.5626
Terrenoire,45.43496,4.4429
Serves-sur-Rhône-Erome,45.13639,4.81804
St-Rambert-d'Albon,45.29773,4.81041
La Boisse,45.83982,5.03423
Montbeugny,46.53292,3.49176
Bry-sur-Marne,48.8377,2.52403
Ceilhes-Roqueredonde,43.81161,3.1565
Les Cabrils,43.77898,3.18617
Fos-Mériquette,43.45563,4.91315
Champtercier,44.07269,6.17924
Montbarrey,47.03587,5.63723
Lyon-Perrache-Voyageurs,45.74834,4.82564
Albigny-Neuville,45.87481,4.83267
Collonges (Côte-d'Or),47.22086,5.26615
Miribel,45.82182,4.95376
Lyon-St-Clair,45.79064,4.86261
Roanne,46.03947,4.06286
Lagnieu,45.90771,5.34966
La Pacaudière,46.16352,3.86863
Quincieux,45.90664,4.77884
Blanzy-Canal,46.69399,4.39221
Romanèche-Thorins,46.17637,4.74223
Mâcon-Ville,46.3029,4.82448
Uchizy,46.49144,4.90404
Varennes-sur-Allier,46.31535,3.39429
St-Julien-Clénay,47.40555,5.12804
Malijai,44.04921,6.02769
Galuzot,46.64246,4.33008
Varennes-le-Grand,46.71323,4.86351
Pers,44.88697,2.24049
Forcalqueiret-Gareoult,43.34364,6.09349
Gallargues,43.71601,4.17106
Chalon-sur-Saône,46.78103,4.84316
Chagny,46.90735,4.74918
Corgoloin,47.08425,4.91721
Nuits-St-Georges,47.13067,4.95621
L'Argentière-les-Écrins,44.79098,6.55625
Poliénas,45.2559,5.47365
Montdauphin-Guillestre,44.67457,6.61554
Les Censies,43.4032,6.00194
Rueil-Malmaison,48.88733,2.17161
Pont-de-l'Alma,48.8622,2.30005
Chemin-d'Antony,48.74797,2.31273
Orangis-Bois-de-l'Épine,48.63622,2.40998
Corbeil-Essonnes,48.61464,2.47399
Massy-Palaiseau-Grande-Ceinture,48.72431,2.25619
Casamozza,42.52004,9.4409
Omessa,42.38027,9.18894
Grand-Bourg (Essonne),48.648,2.4361
Grigny-Val-de-Seine,48.66854,2.39704
Boissy-St-Léger,48.75322,2.50496
St-Marcellin (Isère),45.15079,5.3237
Plombières,47.34214,4.96157
Viry-Châtillon,48.67613,2.38704
Mâlain,47.32729,4.80949
Vigneux-sur-Seine,48.7081,2.41382
Baillargues,43.6531,4.00667
St-Juéry,43.94294,2.20334
Marguerittes,43.8564,4.44647
Port-L'ardoise,44.10055,4.70736
Molières-sur-Cèze,44.25986,4.1593
Le Rouget,44.85743,2.23564
Verrey,47.43855,4.67028
Les Laumes-Alésia,47.54331,4.46287
Boisset (Cantal),44.78695,2.25031
Aigues-Vives,43.72672,4.19333
Moulins-sur-Allier,46.56064,3.33897
Fontaines-Mercurey,46.85127,4.77495
Meursault,46.96917,4.7954
Aigueblanche,45.50012,6.51112
Coubon-Volhac,45.00387,3.91175
Vorey,45.18205,3.91265
Mars,46.85652,3.119
La Roche-de-Rame,44.73769,6.5831
L'Albenc,45.22054,5.44713
St-Clément,44.64393,6.57667
Brignoles,43.406,6.0563
Invalides,48.86302,2.31346
Issy-Val-de-Seine,48.82954,2.26354
Grigny-Centre,48.65107,2.39391
Versailles-Chantiers,48.7954,2.13706
Cevins,45.59583,6.4484
Francardo,42.4072,9.19338
Venaco,42.2344,9.17541
Mezzana,41.97924,8.83394
Sampanges,46.94375,3.11295
Albertville,45.6734,6.38326
Juvisy,48.6892,2.38343
Florensac,43.38868,3.43435
Lavoûte-sur-Loire,45.1215,3.90631
Grésy-sur-Isère,45.59447,6.25866
Ugine,45.74632,6.41706
Fain-lès-Montbard,47.60563,4.3979
St-Vidal,45.07244,3.80171
Marssac-sur-Tarn,43.9151,2.02677
Aisy,47.66548,4.23159
Lissac,45.1287,3.76876
Goncelin,45.34199,5.97399
Neuvy-sur-Loire,47.51877,2.88244
Brienon,47.98589,3.61745
Aix-en-Provence,43.52289,5.44499
St-Paul-lès-Romans,45.07155,5.13452
Brassac-les-Mines-Ste-Florine,45.41448,3.33122
Le Breuil-sur-Couze,45.46775,3.262
Beaujeu,46.14416,4.62192
Corbières,43.75347,5.75164
Garches-Marnes-la-Coquette,48.83798,2.18669
Marly-le-Roi,48.8716,2.09619
Volx,43.86832,5.84866
Torpes-Boussières,47.16379,5.88868
Cercié,46.11537,4.67142
Lurs,43.97154,5.90589
Dole-la-Bedugue,47.08368,5.49574
Issoire,45.54482,3.25412
Sergy-St-Genis,46.24926,6.01104
Trets,43.44902,5.68687
Charlieu,46.15935,4.16697
Franxault,47.06123,5.28135
Sète-Voies-des-Quais,43.41849,3.72848
Château-Arnoux-Mairie,44.10201,6.00974
Mison,44.26738,5.85481
Montrond,44.38797,5.74316
Veynes-Dévoluy,44.53188,5.81594
St-Julien-en-Beauchêne,44.61809,5.70623
St-Maurice-en-Trièves,44.76935,5.64633
Givors-Canal,45.59622,4.77225
Drap-Cantaron,43.75917,7.31672
Balsièges-Bourg,44.48227,3.45686
Bouzigues,43.45118,3.65323
Vic-le-Comte,45.66453,3.20689
Le Cendre-Orcet,45.72399,3.18869
Chaville-Rive-Droite,48.81182,2.18766
Balaruc,43.44628,3.694
Fenières,46.22187,5.9706
Barjac,44.49936,3.41057
Les Moulineaux-Billancourt,48.82186,2.25277
Bécon-les-Bruyères,48.90525,2.26888
Brignais,45.67354,4.76352
Rully,46.88023,4.76097
Villeneuve-sur-Allier,46.65898,3.24712
Serrigny,47.05814,4.88574
Génelard,46.58107,4.23777
La Gravoine,46.51009,4.18319
Vaux-en-Bugey,45.92676,5.34229
St-Yan,46.41272,4.03382
Marcigny,46.27433,4.03511
Dijon-Porte-Neuve,47.32308,5.05516
Prelles,44.85731,6.58789
St-Crépin,44.70661,6.60378
Pouilly-sous-Charlieu,46.14727,4.10638
Tourves,43.41232,5.91743
Champ-de-Mars-Tour-Eiffel,48.85594,2.28961
Meudon-Val-Fleury,48.80806,2.24139
Évry-Courcouronnes,48.62584,2.4296
St-Cyr-Grande-Ceinture,48.80281,2.077
Vellexon,47.56623,5.81643
Soveria,42.35835,9.17542
Savaggio,42.16118,9.1544
Campo-dell-Oro,41.92835,8.79718
Évry,48.63484,2.45182
Joncels,43.73663,3.19559
Lunas,43.70997,3.19443
Lantenay,47.3352,4.86036
Les Girarmes,47.30762,2.91788
Chomérac,44.69484,4.66604
Le Martinet,44.23662,4.114
Pasilly,47.68428,4.0769
Villechaud,47.37349,2.90065
Darcey (Côte-d'Or),47.53191,4.55676
Latrecey,47.97997,4.87965
Reyrieux,45.92953,4.81436
Bonny,47.55892,2.84437
Simiane,43.43507,5.42633
Caronte-la-Gafette,43.40362,5.02312
Le Bousquet-d'Orb,43.69146,3.16847
Montbard,47.61871,4.33616
Sémalens,43.6001,2.11582
Lézinnes,47.80234,4.09248
Maurs,44.70639,2.20009
Tonnerre,47.85962,3.97353
Veynes-Dévoluy,44.53188,5.81594
Bagnac,44.66515,2.16074
St-Florentin-Vergigny,47.98041,3.73096
Gardanne,43.4563,5.46354
Cézy,47.98559,3.33814
St-Lattier,45.08646,5.19362
Villeneuve-sur-Yonne,48.08493,3.28626
Viazac,44.64354,2.08833
Damiatte-St-Paul,43.65621,1.97432
Aspres-sur-Buëch,44.51938,5.75433
Fiac,43.69258,1.89101
Champigny-sur-Yonne,48.32417,3.1309
Les Cauquillous,43.7343,1.75457
Moret-Veneux-les-Sablons,48.37872,2.79965
Bessières,43.79503,1.60601
Fontainebleau-Avon,48.41621,2.72679
Hérépian,43.59469,3.11218
Le Poujol,43.58178,3.06378
Mons-la-Trivalle,43.56737,2.96195
St-Étienne-d'Albagnan,43.53518,2.85874
St-Pons (Hérault),43.48629,2.77626
Le Mée,48.54003,2.62377
Vercheny,44.7047,5.25686
Mazamet,43.49791,2.37493
Valergues-Lansargues,43.67259,4.06023
Figeac,44.60288,2.03769
Labruguière,43.54257,2.25925
Embrun,44.56675,6.49615
Savigny-le-Temple-Nandy,48.59526,2.58407
Vergèze-Codognan,43.73982,4.21886
Brunoy,48.69947,2.50644
Étigny-Véron,48.13807,3.28984
Aurac-Lafayette,45.15178,3.54421
Le Rove,43.353,5.2801
Poinson-Beneuvre,47.68654,4.96875
St-Geniès-de-Malgoirès,43.95054,4.21513
Lavaur,43.70361,1.81297
St-Sulpice (Tarn),43.7754,1.68104
Théoule-sur-Mer,43.51423,6.9367
Bois-le-Roi,48.47556,2.69199
Lamalou-les-Bains,43.58786,3.08089
Bessan,43.36126,3.42193
Colombières-sur-Orb,43.57545,3.00821
Olargues,43.55643,2.91648
St-Hilaire-de-Brethmas,44.08465,4.11126
Prémian,43.52451,2.82815
Bourron-Marlotte-Grez,48.33267,2.69346
Aubignas-Alba,44.57083,4.61703
Monnetier-Mornex,46.16873,6.24222
Toucy-Moulins,47.70074,3.30897
Neuvy-Sautour,48.0341,3.79856
Rodez,44.36265,2.58026
Pers-Jussy-Chevrier,46.09658,6.28536
Chamoy-St-Phal,48.11528,3.98452
Bréviandes,48.2532,4.09763
Lancey,45.23446,5.88074
Avenue-du-Président-Kennedy-Radio-France,48.85308,2.28057
Châtenay-sur-Seine,48.41687,3.09809
Canabols,44.37883,2.65527
Savines,44.53592,6.39073
Tamaris,44.14477,4.07822
Uchaud,43.75806,4.26739
St-Just-St-Rambert,45.50804,4.26413
St-Césaire,43.8133,4.32768
Luc-Primaube,44.29139,2.55449
St-Mandé,48.84443,2.42046
Grand'Combe-La Pise,44.20994,4.03347
Clermont-La Pardieu,45.76785,3.13264
Draguignan,43.53408,6.46456
St-Germain-du-Bois-Devrouze,46.75026,5.19025
Gerzat,45.83313,3.14304
St-Michel-les-Portes,44.86737,5.6052
Chaugey,47.08754,5.25507
Vif,45.04752,5.68536
Francheville,45.73139,4.77028
Paradis,46.14953,5.92896
Pougny-Chancy,46.14478,5.96122
Aiserey,47.17011,5.15834
Suresnes-Puteaux,48.87918,2.22993
Pont-de-Sèvres,48.82882,2.2255
Tassin,45.76174,4.75897
Ouges,47.25579,5.07279
Sorgues-Châteauneuf-du-Pape,44.00535,4.87578
Chêne-Bourg,46.19677,6.19541
Pontmort,45.93947,3.16
Pont-de-Claix,45.12518,5.70002
Touët-de-l'Escarène,43.84677,7.36282
Aigueperse,46.01484,3.19788
Les Chartreux,45.28589,5.63533
St-Jean-de-Moirans,45.34419,5.57429
Seyssel-Corbonod,45.96313,5.83126
St-Rémy-en-Rollat,46.18058,3.39428
Audincourt,47.488,6.83812
Dardilly-le-Jubin,45.81457,4.76167
Gouhenans,47.60105,6.47761
La Burbanche,45.86921,5.53479
Torcieu,45.92038,5.39384
Rougemont,47.4819,6.35201
Amphion-les-Bains,46.39385,6.55059
Barberier-Brout-Vernet,46.21075,3.26224
Émagny,47.31109,5.86988
Allinges-Mesinges,46.32688,6.43788
Jonquières-St-Vincent,43.79691,4.53252
Fleurieu-sur-Saône,45.86015,4.84516
Marseille-Maritime-Canet,43.32893,5.36869
Briare,47.6465,2.7337
Bédarieux,43.60762,3.14901
Nogent-sur-Vernisson,47.85285,2.73765
Caluire,45.80123,4.8537
St-Mammès,48.38209,2.81583
Thomery,48.39423,2.76453
Vanvey-Villiers,47.8388,4.70941
Lamanon,43.69994,5.09145
Grancey-le-Château,47.87206,4.63944
Faugères,43.55822,3.1796
Le Luc-et-Le Cannet,43.38987,6.34272
Marlieux-Châtillon,46.06338,5.07284
Meynes-Montfrin,43.87211,4.57632
Clérey,48.19537,4.17972
Auxon,48.09225,3.92648
Toucy-Ville,47.73094,3.29232
Avenue-Henri-Martin,48.86439,2.27215
La Roubinarie,43.51944,2.30416
Châteauroux (Hautes-Alpes),44.60963,6.53017
Laurens,43.52091,3.20724
Villeneuve-St-Georges,48.73031,2.4463
Fontenay-sous-bois,48.84329,2.46468
St-Louis-les-Aygalades,43.34579,5.36541
Niolon,43.34012,5.25701
Le Teil (Ardèche),44.55231,4.68643
Courtenay,48.03627,3.05634
St-André-de-Corcy,45.9259,4.94852
Château-Renard,47.92617,2.92536
Carnoules,43.29773,6.18791
Cavaillon (MIN),43.82538,5.04666
Amilly,47.97382,2.77349
Prunières,44.53109,6.32975
Avignon,43.94165,4.80547
Albi-Madeleine,43.93818,2.1408
Castres (Tarn),43.5969,2.22697
Paraire,44.34972,2.55877
St-Ambroix,44.25962,4.19408
Villeneuve-St-Georges-Triage,48.74457,2.43877
Paris-Bercy-Rapée,48.82891,2.38861
Vincennes-Fontenay,48.84422,2.46198
Alixan-Châteauneuf-d'Isère,45.00215,4.98841
Villeneuve-Prairie,48.76373,2.43349
La Redonne-Ensuès,43.33435,5.1976
Naucelle,44.18564,2.36345
Gadagne,43.92979,4.95686
Charenton,48.82047,2.41228
Lédenon,43.89603,4.52816
St-Martial,44.14818,2.34231
Moularès,44.08204,2.27616
Chorges,44.54573,6.27177
Le Garric,44.01525,2.15333
Paris-Bercy,48.84019,2.38467
Fos-Graveleau,43.41118,4.83624
Paris-Gare-de-Lyon,48.84385,2.37469
Fos-Graveleau (IE),43.64191,4.63849
Albi-Ville,43.92221,2.13725
Le Grau-du-Roi,43.53658,4.14088
Aigues-Mortes,43.57112,4.19112
Miécaze,44.94721,2.24723
Laboutarie,43.78533,2.13747
Revel-Sorèze,43.46277,1.99987
Le Cailar,43.68319,4.23478
Montfavet,43.93252,4.87382
Mirepeisset-Argeliers,43.28943,2.90587
Rabieux (PK),43.66735,3.43796
Clermont-l'Hérault,43.63559,3.43829
Aspiran,43.5692,3.46566
Lézignan-la-Cèbe,43.49399,3.43491
La Calade-Éguilles,43.56891,5.39958
Carry-le-Rouet,43.33668,5.15362
Gages,44.38933,2.69813
Pas-des-Lanciers,43.41208,5.25264
Vitrolles,43.45073,5.23649
Bertholène,44.39708,2.76711
Agay,43.43164,6.85666
Laissac,44.3753,2.82225
Évires,46.04365,6.24446
St-Martin-Bellevue,45.96728,6.15743
Calissanne,43.53389,5.11432
Annecy,45.90273,6.12255
Tanus,44.10029,2.31494
Carmaux,44.0486,2.15199
La Bâtie-Neuve-Le Laus,44.56502,6.19351
La Drèche,43.95937,2.15284
Port-St-Louis-du-Rhône,43.39915,4.80362
Herbeauvilliers,48.28795,2.48057
Vernou-sur-Seine,48.3865,2.84293
St-Laurent-d'Aigouze,43.63892,4.19272
St-Raphaël-Valescure,43.42439,6.76847
La Palud,44.3012,4.69928
Montélimar,44.55908,4.7446
Sembadel,45.27648,3.72194
Vosves,48.51502,2.59936
Tain-l'Hermitage-Tournon,45.07228,4.83989
Les Coquetiers,48.89248,2.49939
Lugans,44.36401,2.89235
Izeaux,45.34468,5.42737
Craponne-sur-Arzon,45.33416,3.85124
Ponthierry-Pringy,48.53496,2.54522
Vourey,45.31641,5.52225
Tende,44.08982,7.59432
Rumilly,45.86304,5.94816
Vaugris,45.48934,4.82712
Bize (Aude),43.31252,2.87221
Coudray-Montceaux,48.56616,2.49259
Sallèles-d'Aude,43.26223,2.94637
St-Pourçain-sur-Sioule,46.30546,3.29975
Port-de-Bouc,43.4073,4.98467
Villieu-Loyes,45.91702,5.23355
Machilly,46.25084,6.32776
Istres,43.51545,4.98026
Bossey-Veyrier,46.15997,6.18198
Rives,45.35736,5.49171
St-Julien-en-Genevois,46.14186,6.08529
Riom-Châtel-Guyon,45.88997,3.1214
Aubignan-Loriol,44.08581,5.01957
Surat,45.94074,3.24033
Thiel-sur-Acolin,46.52628,3.5789
St-Clément-de-Régnat,45.98506,3.30865
Sète (IE),43.41479,3.70622
St-Ouen-Garibaldi,48.90702,2.32976
La Folie-Nanterre,48.89901,2.22109
Hauterive (Allier),46.08912,3.43863
Ternand,45.94493,4.5333
Châbons,45.43768,5.42818
La Tour-du-Pin,45.56023,5.44929
Bourgoin-Jallieu,45.58386,5.27397
Le Bruel,44.48107,3.35817
